,Country,Sex,Age,Marital status
24108,Uruguay,Men,80,Divorced
24109,Oman,Women,96,Married
24110,Lebanon,Men,26,Single
24111,Ecuador,Women,98,Single
24112,Cyprus,Women,58,Married
24113,Belarus,Men,39,Married
24114,Malta,Men,41,Married
24115,Lithuania,Women,78,Divorced
24116,Liechtenstein,Men,65,Married
24117,Turks and Caicos Islands,Women,21,Married
24118,Liberia,Men,41,Single
24119,Norway,Men,96,Married
24120,Indonesia,Men,81,Married
24121,Philippines,Men,53,Married
24122,Saudi Arabia,Men,76,Married
24123,Thailand,Men,58,Married
24124,Italy,Men,15,Single
24125,Costa Rica,Women,99,Single
24126,Republic of Korea,Men,42,Divorced
24127,Singapore,Women,88,Married
24128,Saint Vincent and the Grenadines,Men,79,Married
24129,Tajikistan,Women,89,Married
24130,Germany,Women,90,Married
24131,Australia,Women,77,Single
24132,Gibraltar,Women,99,Single
24133,Costa Rica,Women,91,Married
24134,Oman,Women,18,Single
24135,Lesotho,Men,21,Single
24136,Yemen,Women,20,Married
24137,"China, Hong Kong SAR",Men,30,Single
24138,Greenland,Women,90,Married
24139,Spain,Women,31,Married
24140,Norway,Women,38,Single
24141,Hungary,Men,41,Married
24142,Peru,Men,65,Married
24143,Antigua and Barbuda,Women,29,Single
24144,Ireland,Men,55,Married
24145,Singapore,Men,50,Married
24146,Democratic People's Republic of  of Korea,Men,78,Married
24147,Philippines,Men,25,Single
24148,Slovenia,Women,78,Married
24149,Libya,Men,55,Married
24150,Canada,Women,38,Single
24151,Antigua and Barbuda,Men,46,Married
24152,Netherlands,Women,91,Married
24153,Belize,Women,24,Single
24154,Mayotte,Men,81,Single
24155,Mayotte,Men,38,Married
24156,Malta,Men,43,Married
24157,Democratic People's Republic of  of Korea,Women,19,Single
24158,Kuwait,Men,87,Married
24159,New Zealand,Men,45,Married
24160,Mozambique,Men,63,Married
24161,Estonia,Men,78,Single
24162,Slovenia,Men,72,Married
24163,Saudi Arabia,Men,32,Married
24164,Swaziland,Women,45,Married
24165,Brazil,Women,81,Married
24166,New Zealand,Men,67,Single
24167,Brazil,Women,78,Single
24168,Trinidad and Tobago,Men,36,Married
24169,Australia,Men,50,Divorced
24170,Japan,Men,77,Married
24171,Austria,Men,45,Married
24172,Russian Federation,Women,37,Divorced
24173,Réunion,Men,76,Single
24174,United Arab Emirates,Men,74,Married
24175,Panama,Women,81,Single
24176,Saint Vincent and the Grenadines,Women,23,Single
24177,Liechtenstein,Women,16,Single
24178,Denmark,Women,19,Single
24179,Lesotho,Men,59,Single
24180,Lao People's Democratic Republic,Women,33,Married
24181,United Kingdom,Women,32,Married
24182,Ireland,Women,55,Married
24183,Bahrain,Men,68,Married
24184,Montenegro,Men,50,Married
24185,Réunion,Women,64,Married
24186,Russian Federation,Women,61,Married
24187,Liberia,Men,72,Married
24188,Poland,Men,74,Single
24189,Saint Vincent and the Grenadines,Women,50,Single
24190,Sudan,Men,69,Married
24191,Italy,Men,68,Married
24192,Latvia,Women,88,Married
24193,Ecuador,Women,21,Single
24194,Albania,Men,18,Single
24195,Turks and Caicos Islands,Men,52,Married
24196,Croatia,Women,70,Single
24197,Brazil,Women,43,Divorced
24198,Anguilla,Women,36,Married
24199,Malta,Men,48,Married
24200,Italy,Women,63,Married
24201,Mexico,Women,33,Single
24202,Gibraltar,Men,74,Single
24203,New Caledonia,Men,15,Single
24204,Netherlands Antilles,Women,45,Divorced
24205,Costa Rica,Women,85,Single
24206,Belgium,Women,89,Single
24207,Iran (Islamic Republic of),Men,90,Married
24208,Poland,Women,70,Single
24209,Japan,Women,80,Married
24210,Democratic People's Republic of  of Korea,Women,28,Married
24211,China,Men,94,Married
24212,Sweden,Men,55,Divorced
24213,Italy,Men,55,Single
24214,United Arab Emirates,Women,82,Married
24215,Bahrain,Men,24,Single
24216,South Sudan,Women,65,Single
24217,Cuba,Women,98,Married
24218,Canada,Women,80,Single
24219,Suriname,Women,55,Married
24220,Kyrgyzstan,Men,15,Single
24221,France,Men,68,Married
24222,Argentina,Men,17,Single
24223,Aruba,Women,80,Single
24224,Sweden,Men,28,Married
24225,French Guiana,Women,63,Married
24226,Latvia,Women,89,Single
24227,Panama,Women,31,Single
24228,Costa Rica,Women,49,Married
24229,Panama,Women,73,Single
24230,Bermuda,Women,54,Married
24231,Canada,Women,90,Married
24232,Tonga,Women,33,Single
24233,Jamaica,Women,39,Single
24234,Russian Federation,Men,94,Single
24235,Singapore,Men,20,Single
24236,Swaziland,Women,48,Married
24237,Aruba,Women,57,Married
24238,Trinidad and Tobago,Women,76,Single
24239,Netherlands,Women,75,Married
24240,China,Men,27,Married
24241,Kyrgyzstan,Men,70,Married
24242,Lao People's Democratic Republic,Women,47,Married
24243,El Salvador,Men,17,Single
24244,Slovakia,Men,78,Married
24245,Denmark,Women,46,Married
24246,Trinidad and Tobago,Men,44,Married
24247,Liberia,Women,38,Married
24248,Malta,Men,57,Married
24249,Canada,Men,70,Single
24250,French Polynesia,Women,46,Single
24251,New Zealand,Men,33,Married
24252,Slovakia,Men,48,Married
24253,El Salvador,Men,72,Single
24254,Malta,Men,60,Married
24255,Brunei Darussalam,Women,53,Married
24256,Sudan,Women,16,Married
24257,New Zealand,Women,38,Married
24258,Singapore,Men,46,Married
24259,Switzerland,Men,75,Married
24260,Albania,Men,50,Married
24261,Hungary,Men,55,Married
24262,Kuwait,Men,25,Single
24263,New Caledonia,Men,64,Married
24264,Canada,Women,66,Married
24265,France,Men,47,Married
24266,Mayotte,Men,23,Single
24267,Israel,Men,37,Married
24268,Mongolia,Women,89,Single
24269,Belgium,Men,50,Married
24270,Switzerland,Men,31,Married
24271,Lithuania,Women,97,Single
24272,Trinidad and Tobago,Men,68,Single
24273,San Marino,Men,18,Single
24274,France,Women,87,Married
24275,Democratic People's Republic of  of Korea,Women,41,Married
24276,Netherlands Antilles,Women,41,Single
24277,French Polynesia,Men,74,Married
24278,France,Men,17,Single
24279,Slovakia,Women,62,Married
24280,Bulgaria,Women,97,Single
24281,Japan,Women,84,Married
24282,Tonga,Women,40,Single
24283,Cyprus,Women,79,Single
24284,Belize,Women,88,Married
24285,Aruba,Women,88,Single
24286,Sweden,Men,37,Married
24287,Argentina,Men,41,Married
24288,Norway,Women,27,Single
24289,French Guiana,Women,79,Single
24290,Finland,Men,53,Married
24291,United Kingdom,Men,95,Married
24292,Mongolia,Women,96,Single
24293,Mozambique,Men,58,Married
24294,Panama,Women,41,Married
24295,Cyprus,Men,16,Single
24296,Italy,Men,25,Single
24297,Finland,Women,91,Single
24298,United Arab Emirates,Men,96,Married
24299,Latvia,Women,85,Single
24300,Netherlands,Women,54,Single
24301,Greece,Women,19,Single
24302,Dominica,Men,43,Single
24303,French Polynesia,Men,26,Single
24304,China,Women,36,Married
24305,Belgium,Men,29,Married
24306,Oman,Men,79,Married
24307,San Marino,Men,19,Single
24308,Sweden,Men,21,Single
24309,Liberia,Men,81,Married
24310,New Caledonia,Men,56,Married
24311,Brazil,Men,72,Single
24312,Panama,Men,28,Single
24313,Trinidad and Tobago,Men,18,Single
24314,Suriname,Men,49,Married
24315,Peru,Men,34,Married
24316,Peru,Men,76,Married
24317,Indonesia,Men,26,Married
24318,Poland,Women,45,Single
24319,United Kingdom,Men,55,Married
24320,Gibraltar,Men,65,Single
24321,Mozambique,Women,93,Single
24322,Bermuda,Men,72,Married
24323,Liechtenstein,Men,76,Married
24324,Poland,Women,88,Single
24325,Slovakia,Women,95,Married
24326,Mexico,Men,24,Single
24327,Botswana,Men,96,Single
24328,Latvia,Women,73,Single
24329,Gibraltar,Women,56,Single
24330,Kyrgyzstan,Men,38,Married
24331,Saudi Arabia,Women,89,Single
24332,Suriname,Women,37,Single
24333,Aruba,Women,63,Married
24334,Mexico,Men,35,Married
24335,Trinidad and Tobago,Women,31,Married
24336,Israel,Women,96,Single
24337,Italy,Women,42,Married
24338,Spain,Men,74,Single
24339,Peru,Women,63,Single
24340,Belize,Women,88,Single
24341,Croatia,Men,85,Married
24342,Ecuador,Men,57,Married
24343,Malaysia,Men,67,Married
24344,Turks and Caicos Islands,Men,31,Married
24345,Lesotho,Men,60,Married
24346,Antigua and Barbuda,Women,25,Married
24347,Indonesia,Women,19,Married
24348,Mayotte,Women,23,Single
24349,South Sudan,Women,31,Divorced
24350,Slovenia,Women,92,Single
24351,Montenegro,Men,30,Single
24352,Anguilla,Men,22,Single
24353,Mayotte,Women,20,Married
24354,Lao People's Democratic Republic,Women,85,Single
24355,Romania,Women,79,Married
24356,Thailand,Men,47,Married
24357,Anguilla,Women,83,Married
24358,Israel,Women,85,Single
24359,Indonesia,Women,86,Single
24360,State of Palestine,Men,91,Married
24361,Russian Federation,Men,81,Single
24362,Trinidad and Tobago,Men,78,Married
24363,Bulgaria,Women,79,Single
24364,Lesotho,Women,76,Single
24365,Hungary,Women,91,Single
24366,Antigua and Barbuda,Men,54,Single
24367,Singapore,Men,50,Married
24368,French Guiana,Men,76,Married
24369,Lesotho,Women,77,Single
24370,Antigua and Barbuda,Women,21,Single
24371,French Guiana,Women,68,Single
24372,Mozambique,Women,76,Married
24373,Liechtenstein,Women,56,Single
24374,Norway,Men,16,Single
24375,Poland,Women,68,Single
24376,Costa Rica,Women,79,Divorced
24377,Syrian Arab Republic,Women,78,Married
24378,Argentina,Men,89,Single
24379,Belize,Women,31,Married
24380,Saint Vincent and the Grenadines,Men,88,Single
24381,Turks and Caicos Islands,Women,84,Single
24382,Mexico,Women,41,Married
24383,Croatia,Women,84,Single
24384,Jamaica,Women,69,Single
24385,Republic of Korea,Women,32,Married
24386,Netherlands,Women,71,Married
24387,Finland,Men,77,Married
24388,Brunei Darussalam,Women,27,Married
24389,Estonia,Women,59,Married
24390,Bermuda,Men,31,Married
24391,South Sudan,Men,36,Single
24392,United Arab Emirates,Women,79,Single
24393,Mongolia,Men,40,Married
24394,Aruba,Women,61,Married
24395,Lebanon,Men,80,Married
24396,"China, Hong Kong SAR",Women,16,Single
24397,Panama,Women,95,Married
24398,Ireland,Women,25,Single
24399,Libya,Women,47,Married
24400,"China, Hong Kong SAR",Men,56,Married
24401,Austria,Women,41,Married
24402,Morocco,Women,71,Married
24403,Croatia,Women,23,Single
24404,Netherlands,Women,99,Divorced
24405,Trinidad and Tobago,Women,37,Single
24406,Iran (Islamic Republic of),Women,90,Married
24407,Azerbaijan,Men,37,Married
24408,Lebanon,Men,55,Single
24409,Réunion,Women,42,Married
24410,San Marino,Men,69,Married
24411,United Arab Emirates,Women,26,Married
24412,Morocco,Women,56,Married
24413,Iran (Islamic Republic of),Women,19,Single
24414,Estonia,Men,64,Married
24415,Bulgaria,Women,62,Single
24416,Brazil,Men,34,Married
24417,Dominica,Men,64,Married
24418,"China, Hong Kong SAR",Women,67,Divorced
24419,El Salvador,Women,83,Single
24420,Luxembourg,Women,83,Single
24421,Ecuador,Men,40,Single
24422,Austria,Women,60,Married
24423,Austria,Women,59,Married
24424,Saudi Arabia,Men,40,Married
24425,Argentina,Men,28,Single
24426,Austria,Men,30,Single
24427,Ecuador,Women,72,Single
24428,Algeria,Women,92,Married
24429,Sudan,Men,79,Married
24430,Botswana,Men,15,Single
24431,Ecuador,Men,51,Single
24432,Czech Republic,Men,53,Single
24433,Cayman Islands,Women,51,Married
24434,State of Palestine,Men,36,Married
24435,Cuba,Women,53,Single
24436,Estonia,Women,49,Divorced
24437,El Salvador,Men,41,Married
24438,Panama,Men,42,Single
24439,Ecuador,Men,32,Single
24440,Finland,Men,47,Single
24441,Greece,Women,62,Married
24442,Cyprus,Women,39,Married
24443,Finland,Men,22,Married
24444,Aruba,Men,55,Married
24445,Italy,Women,87,Married
24446,Russian Federation,Women,20,Single
24447,Uruguay,Men,63,Married
24448,France,Women,62,Married
24449,San Marino,Men,72,Married
24450,Mexico,Women,30,Married
24451,Brunei Darussalam,Men,52,Married
24452,Canada,Women,90,Married
24453,Russian Federation,Women,69,Single
24454,Latvia,Men,65,Married
24455,Swaziland,Men,36,Married
24456,Slovakia,Men,38,Single
24457,Algeria,Men,15,Single
24458,Liechtenstein,Men,31,Married
24459,Czech Republic,Men,77,Married
24460,Bahrain,Men,88,Married
24461,Israel,Men,36,Divorced
24462,Lebanon,Men,92,Married
24463,Bahrain,Women,37,Married
24464,United Arab Emirates,Women,26,Married
24465,Oman,Women,47,Married
24466,Hungary,Women,21,Single
24467,Republic of Korea,Women,88,Single
24468,United Arab Emirates,Women,21,Single
24469,New Zealand,Men,84,Single
24470,Greece,Women,96,Single
24471,Albania,Men,83,Married
24472,Libya,Men,35,Single
24473,Spain,Women,53,Married
24474,Israel,Men,74,Married
24475,Denmark,Women,94,Married
24476,Greenland,Women,92,Divorced
24477,Hungary,Women,71,Single
24478,El Salvador,Women,28,Single
24479,Cayman Islands,Women,34,Single
24480,Sudan,Men,68,Married
24481,Belize,Women,71,Married
24482,Switzerland,Women,96,Married
24483,Finland,Women,74,Divorced
24484,Saint Vincent and the Grenadines,Men,42,Married
24485,Spain,Women,78,Married
24486,Bulgaria,Women,80,Single
24487,Syrian Arab Republic,Women,75,Married
24488,Kuwait,Men,70,Married
24489,Cayman Islands,Men,16,Single
24490,Slovenia,Women,92,Single
24491,Austria,Men,26,Single
24492,Estonia,Women,48,Divorced
24493,French Guiana,Men,24,Single
24494,Tajikistan,Women,66,Married
24495,Malta,Women,54,Married
24496,Sweden,Men,70,Divorced
24497,Liechtenstein,Women,29,Married
24498,Mayotte,Men,51,Married
24499,Yemen,Men,75,Single
24500,Djibouti,Women,95,Single
24501,Lebanon,Women,71,Single
24502,Suriname,Men,79,Single
24503,Spain,Women,31,Single
24504,Malaysia,Women,86,Single
24505,Aruba,Men,57,Married
24506,Panama,Women,96,Single
24507,Mayotte,Women,17,Single
24508,Syrian Arab Republic,Men,46,Married
24509,Peru,Men,23,Single
24510,Yemen,Women,52,Married
24511,Aruba,Women,37,Married
24512,Lesotho,Women,19,Single
24513,Netherlands Antilles,Women,73,Single
24514,Russian Federation,Men,47,Married
24515,Morocco,Men,75,Married
24516,El Salvador,Men,19,Single
24517,Indonesia,Women,51,Single
24518,Lesotho,Women,34,Married
24519,Sweden,Women,83,Single
24520,Cayman Islands,Men,59,Single
24521,Singapore,Women,84,Married
24522,China,Men,89,Married
24523,Germany,Men,39,Single
24524,Switzerland,Women,21,Single
24525,Lao People's Democratic Republic,Men,77,Married
24526,Mexico,Men,19,Single
24527,Romania,Men,25,Married
24528,Botswana,Women,45,Single
24529,Belarus,Men,96,Single
24530,Saint Lucia,Women,73,Single
24531,Kuwait,Women,72,Single
24532,Mozambique,Men,94,Single
24533,Oman,Women,26,Married
24534,Philippines,Men,93,Married
24535,Saint Lucia,Men,48,Single
24536,Slovenia,Women,43,Single
24537,Slovenia,Women,46,Divorced
24538,Ecuador,Women,87,Single
24539,Anguilla,Men,71,Married
24540,Iran (Islamic Republic of),Women,85,Single
24541,New Zealand,Men,57,Married
24542,Japan,Men,38,Married
24543,Romania,Men,59,Married
24544,New Caledonia,Men,64,Single
24545,Botswana,Women,40,Single
24546,Finland,Women,64,Married
24547,Lesotho,Women,83,Married
24548,"China, Hong Kong SAR",Women,93,Single
24549,Croatia,Men,43,Married
24550,Faeroe Islands,Men,91,Single
24551,Lebanon,Women,56,Married
24552,Netherlands,Women,27,Single
24553,Greece,Women,20,Single
24554,Saudi Arabia,Women,85,Married
24555,Montenegro,Men,78,Married
24556,Lesotho,Women,41,Married
24557,State of Palestine,Women,78,Single
24558,Malaysia,Women,97,Married
24559,Chile,Women,66,Single
24560,Russian Federation,Men,27,Single
24561,Brazil,Men,59,Married
24562,Mongolia,Women,39,Married
24563,Japan,Women,15,Single
24564,Sudan,Men,59,Married
24565,Anguilla,Women,21,Married
24566,Israel,Men,80,Married
24567,Austria,Women,24,Single
24568,Palau,Women,16,Single
24569,Hungary,Women,55,Divorced
24570,Malaysia,Men,49,Married
24571,Algeria,Men,70,Married
24572,Spain,Women,46,Married
24573,"China, Hong Kong SAR",Women,89,Single
24574,Saint Lucia,Men,67,Married
24575,South Sudan,Men,75,Married
24576,Germany,Men,20,Single
24577,Malaysia,Men,49,Married
24578,Mexico,Women,46,Single
24579,Anguilla,Women,48,Single
24580,Republic of Korea,Women,16,Single
24581,Croatia,Men,66,Single
24582,Germany,Men,41,Divorced
24583,Costa Rica,Men,39,Single
24584,Costa Rica,Men,55,Single
24585,Gibraltar,Men,90,Married
24586,Greece,Men,92,Married
24587,Estonia,Women,90,Single
24588,Belgium,Women,57,Married
24589,France,Women,42,Married
24590,Russian Federation,Women,58,Married
24591,Réunion,Men,31,Married
24592,Tonga,Women,88,Single
24593,Palau,Women,17,Single
24594,Latvia,Women,96,Single
24595,Switzerland,Women,83,Single
24596,Uruguay,Men,54,Single
24597,Croatia,Men,24,Single
24598,Cyprus,Women,93,Single
24599,Syrian Arab Republic,Women,82,Single
24600,Lesotho,Women,51,Married
24601,Algeria,Women,50,Married
24602,Algeria,Women,26,Married
24603,Austria,Women,71,Single
24604,Thailand,Men,72,Married
24605,Uruguay,Women,20,Single
24606,Djibouti,Women,86,Single
24607,Slovakia,Men,61,Married
24608,Réunion,Women,73,Married
24609,Slovenia,Men,77,Married
24610,Mayotte,Men,54,Married
24611,Cuba,Women,55,Married
24612,Finland,Women,62,Divorced
24613,Greece,Women,72,Single
24614,Swaziland,Women,69,Single
24615,Switzerland,Men,38,Married
24616,Lithuania,Men,60,Married
24617,Germany,Women,81,Married
24618,Sweden,Men,39,Single
24619,Lebanon,Men,80,Single
24620,Greece,Men,72,Single
24621,Estonia,Men,54,Married
24622,"China, Hong Kong SAR",Men,82,Married
24623,Iran (Islamic Republic of),Men,72,Married
24624,Algeria,Men,20,Single
24625,Israel,Women,20,Single
24626,Sudan,Men,32,Married
24627,Slovakia,Men,91,Married
24628,Dominica,Men,18,Single
24629,State of Palestine,Women,68,Single
24630,Cayman Islands,Men,34,Married
24631,Mayotte,Women,36,Married
24632,State of Palestine,Women,17,Single
24633,Mozambique,Women,27,Single
24634,New Zealand,Men,47,Married
24635,Republic of Korea,Women,15,Single
24636,Réunion,Women,41,Single
24637,Philippines,Men,66,Single
24638,Netherlands Antilles,Women,56,Single
24639,Uruguay,Women,28,Married
24640,Ecuador,Men,41,Married
24641,Philippines,Men,72,Married
24642,Singapore,Men,42,Single
24643,Chile,Men,80,Single
24644,Romania,Women,94,Single
24645,Romania,Women,37,Married
24646,Peru,Men,63,Married
24647,Republic of Korea,Men,99,Married
24648,Faeroe Islands,Men,81,Married
24649,Liberia,Men,63,Married
24650,Republic of Korea,Women,51,Married
24651,Ireland,Men,33,Single
24652,Malta,Women,31,Divorced
24653,Peru,Women,84,Single
24654,Syrian Arab Republic,Men,23,Single
24655,Mexico,Men,48,Married
24656,Djibouti,Women,50,Married
24657,Singapore,Men,79,Married
24658,New Caledonia,Women,50,Married
24659,China,Women,95,Single
24660,Malta,Women,43,Married
24661,Germany,Women,77,Single
24662,Belarus,Women,52,Single
24663,El Salvador,Men,74,Single
24664,Bahrain,Women,98,Single
24665,Democratic People's Republic of  of Korea,Men,67,Married
24666,Costa Rica,Women,76,Single
24667,Venezuela (Bolivarian Republic of),Men,41,Single
24668,Republic of Korea,Men,43,Married
24669,Jamaica,Women,25,Single
24670,Israel,Men,74,Married
24671,Lithuania,Women,68,Single
24672,Oman,Men,58,Married
24673,Antigua and Barbuda,Women,90,Single
24674,United Kingdom,Men,19,Single
24675,Djibouti,Women,71,Single
24676,Kuwait,Men,60,Married
24677,Singapore,Men,66,Married
24678,Oman,Women,86,Married
24679,Kyrgyzstan,Women,59,Married
24680,Sudan,Women,79,Single
24681,Tonga,Men,32,Married
24682,Peru,Men,38,Single
24683,Iran (Islamic Republic of),Women,46,Married
